pair_id,folder_name,case_id,case_orig,file1,file2,label,plagiarism_level,source_dataset,comparison_type
pair_001286,480de7be_f4757480,p15,problem-15,480de7be.java,f4757480.java,1,contest_level,conplag,contest_submission_pair
pair_000376,c06_orig_L4v09,c06,case-06,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000528,30e0cc81_b55888de,p15,problem-15,30e0cc81.java,b55888de.java,0,none,conplag,contest_submission_pair
pair_000534,54d7c21e_a7e7f371,p21,problem-21,54d7c21e.java,a7e7f371.java,1,contest_level,conplag,contest_submission_pair
pair_000759,29cf2e70_584b0e9e,p20,problem-20,29cf2e70.java,584b0e9e.java,1,contest_level,conplag,contest_submission_pair
pair_000937,1dab88fb_f59d9b6e,p03,problem-3,1dab88fb.java,f59d9b6e.java,1,contest_level,conplag,contest_submission_pair
pair_000887,4eac0eea_f4d6d28d,p15,problem-15,4eac0eea.java,f4d6d28d.java,1,contest_level,conplag,contest_submission_pair
pair_000476,bd65846f_d018b49f,p19,problem-19,bd65846f.java,d018b49f.java,0,none,conplag,contest_submission_pair
pair_001341,3e6def38_548ffb07,p14,problem-14,3e6def38.java,548ffb07.java,1,contest_level,conplag,contest_submission_pair
pair_000531,0cedec8a_ac8acb97,p18,problem-18,0cedec8a.java,ac8acb97.java,1,contest_level,conplag,contest_submission_pair
pair_001289,5c54f087_c6c7fa0c,p02,problem-2,5c54f087.java,c6c7fa0c.java,0,none,conplag,contest_submission_pair
pair_001281,0ecf356d_71a4f6d2,p06,problem-6,0ecf356d.java,71a4f6d2.java,1,contest_level,conplag,contest_submission_pair
pair_000686,3a12e509_fae0662f,p20,problem-20,3a12e509.java,fae0662f.java,0,none,conplag,contest_submission_pair
pair_000258,c04_orig_L6v07,c04,case-04,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001061,829d2024_9852706b,p09,problem-9,829d2024.java,9852706b.java,1,contest_level,conplag,contest_submission_pair
pair_000984,80881cae_9555b9d1,p21,problem-21,80881cae.java,9555b9d1.java,0,none,conplag,contest_submission_pair
pair_000548,3f939694_54488276,p15,problem-15,3f939694.java,54488276.java,0,none,conplag,contest_submission_pair
pair_000121,c02_orig_L6v06,c02,case-02,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_001056,643e22cc_bd7281dc,p09,problem-9,643e22cc.java,bd7281dc.java,0,none,conplag,contest_submission_pair
pair_000226,c04_orig_L3v02,c04,case-04,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001110,1480a727_a7d1ce58,p21,problem-21,1480a727.java,a7d1ce58.java,1,contest_level,conplag,contest_submission_pair
pair_000891,45e38fad_5be7547e,p03,problem-3,45e38fad.java,5be7547e.java,0,none,conplag,contest_submission_pair
pair_000464,71c7ac71_bdfe8110,p08,problem-8,71c7ac71.java,bdfe8110.java,0,none,conplag,contest_submission_pair
pair_000537,5ee4d2f9_b38468e8,p19,problem-19,5ee4d2f9.java,b38468e8.java,0,none,conplag,contest_submission_pair
pair_001022,3d06b643_cb87df79,p19,problem-19,3d06b643.java,cb87df79.java,1,contest_level,conplag,contest_submission_pair
pair_001121,722e318f_b790ef12,p20,problem-20,722e318f.java,b790ef12.java,1,contest_level,conplag,contest_submission_pair
pair_000171,c03_orig_L4v07,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000610,8a39dbf5_e1a5831a,p08,problem-8,8a39dbf5.java,e1a5831a.java,0,none,conplag,contest_submission_pair
pair_001083,529d9642_8ad1ad84,p01,problem-1,529d9642.java,8ad1ad84.java,0,none,conplag,contest_submission_pair
pair_000187,c03_orig_L6v05,c03,case-03,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000803,a6520606_fb05904c,p04,problem-4,a6520606.java,fb05904c.java,0,none,conplag,contest_submission_pair
pair_001239,1a31f5cb_dc575a6c,p01,problem-1,1a31f5cb.java,dc575a6c.java,0,none,conplag,contest_submission_pair
pair_001149,48c5f745_4d25818e,p08,problem-8,48c5f745.java,4d25818e.java,1,contest_level,conplag,contest_submission_pair
pair_001016,71e0f2e5_b226c49a,p03,problem-3,71e0f2e5.java,b226c49a.java,0,none,conplag,contest_submission_pair
pair_000831,2af19170_ac8ef97c,p01,problem-1,2af19170.java,ac8ef97c.java,0,none,conplag,contest_submission_pair
pair_000443,c07_orig_L5v01,c07,case-07,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000861,764484c3_9028caf7,p19,problem-19,764484c3.java,9028caf7.java,0,none,conplag,contest_submission_pair
pair_000675,0c1143f7_960a4c0f,p18,problem-18,0c1143f7.java,960a4c0f.java,0,none,conplag,contest_submission_pair
pair_001000,8e990c75_d9f6c257,p19,problem-19,8e990c75.java,d9f6c257.java,0,none,conplag,contest_submission_pair
pair_000373,c06_orig_L4v06,c06,case-06,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000601,163d0dde_f87eb1b3,p18,problem-18,163d0dde.java,f87eb1b3.java,0,none,conplag,contest_submission_pair
pair_000974,66e74577_6e207cbf,p04,problem-4,66e74577.java,6e207cbf.java,0,none,conplag,contest_submission_pair
pair_000254,c04_orig_L6v03,c04,case-04,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000648,29cf2e70_b2001d68,p20,problem-20,29cf2e70.java,b2001d68.java,1,contest_level,conplag,contest_submission_pair
pair_000706,3e93b259_a60fba84,p18,problem-18,3e93b259.java,a60fba84.java,1,contest_level,conplag,contest_submission_pair
pair_000726,23194f89_bcc5473d,p21,problem-21,23194f89.java,bcc5473d.java,0,none,conplag,contest_submission_pair
pair_000909,0c9d4def_f665e87b,p15,problem-15,0c9d4def.java,f665e87b.java,0,none,conplag,contest_submission_pair
pair_000903,3e93b259_e431de28,p18,problem-18,3e93b259.java,e431de28.java,0,none,conplag,contest_submission_pair
pair_001138,49b94994_d8654140,p17,problem-17,49b94994.java,d8654140.java,0,none,conplag,contest_submission_pair
pair_001338,9ab3c0e1_d5fa4746,p14,problem-14,9ab3c0e1.java,d5fa4746.java,1,contest_level,conplag,contest_submission_pair
pair_000782,11c2ab99_bdfe8110,p08,problem-8,11c2ab99.java,bdfe8110.java,1,contest_level,conplag,contest_submission_pair
pair_000720,116765b1_38601291,p16,problem-16,116765b1.java,38601291.java,1,contest_level,conplag,contest_submission_pair
pair_000627,45f5632f_5dc1f7b3,p19,problem-19,45f5632f.java,5dc1f7b3.java,0,none,conplag,contest_submission_pair
pair_000678,734a94be_cb87df79,p19,problem-19,734a94be.java,cb87df79.java,1,contest_level,conplag,contest_submission_pair
pair_000482,90f01508_ec8566b8,p03,problem-3,90f01508.java,ec8566b8.java,0,none,conplag,contest_submission_pair
pair_000634,0f3a2acf_16e6d8bb,p01,problem-1,0f3a2acf.java,16e6d8bb.java,1,contest_level,conplag,contest_submission_pair
pair_001090,4552d8a0_d3a96420,p20,problem-20,4552d8a0.java,d3a96420.java,0,none,conplag,contest_submission_pair
pair_000533,0b27be88_3f4a5b64,p09,problem-9,0b27be88.java,3f4a5b64.java,1,contest_level,conplag,contest_submission_pair
pair_001362,316c9955_e7370eec,p01,problem-1,316c9955.java,e7370eec.java,0,none,conplag,contest_submission_pair
pair_000457,c07_orig_L6v06,c07,case-07,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000246,c04_orig_L5v04,c04,case-04,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001219,4d279121_856a8eda,p09,problem-9,4d279121.java,856a8eda.java,0,none,conplag,contest_submission_pair
pair_000300,c05_orig_L3v08,c05,case-05,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001048,0922b7e7_c34bb733,p09,problem-9,0922b7e7.java,c34bb733.java,0,none,conplag,contest_submission_pair
pair_000333,c06_orig_np05,c06,case-06,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000722,05ca89ed_5b9a0551,p18,problem-18,05ca89ed.java,5b9a0551.java,0,none,conplag,contest_submission_pair
pair_000216,c04_orig_L2v01,c04,case-04,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000924,2722ef48_e9144440,p03,problem-3,2722ef48.java,e9144440.java,0,none,conplag,contest_submission_pair
pair_001185,43ca682a_baebdc56,p14,problem-14,43ca682a.java,baebdc56.java,1,contest_level,conplag,contest_submission_pair
pair_000957,6815a099_f41057db,p02,problem-2,6815a099.java,f41057db.java,1,contest_level,conplag,contest_submission_pair
pair_001294,0ee2f8f1_587307f2,p16,problem-16,0ee2f8f1.java,587307f2.java,1,contest_level,conplag,contest_submission_pair
pair_000853,18e2441c_24b20554,p09,problem-9,18e2441c.java,24b20554.java,1,contest_level,conplag,contest_submission_pair
pair_000869,8703709f_d2901569,p21,problem-21,8703709f.java,d2901569.java,0,none,conplag,contest_submission_pair
pair_000315,c05_orig_L5v05,c05,case-05,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000701,16a2a867_3951966f,p19,problem-19,16a2a867.java,3951966f.java,0,none,conplag,contest_submission_pair
pair_000381,c06_orig_L5v05,c06,case-06,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000813,6e207cbf_dc281165,p04,problem-4,6e207cbf.java,dc281165.java,0,none,conplag,contest_submission_pair
pair_000499,1dab88fb_7b5f64b7,p03,problem-3,1dab88fb.java,7b5f64b7.java,0,none,conplag,contest_submission_pair
pair_001224,5af25bd7_cbbbed5f,p01,problem-1,5af25bd7.java,cbbbed5f.java,0,none,conplag,contest_submission_pair
pair_000495,26e699de_402aff07,p04,problem-4,26e699de.java,402aff07.java,0,none,conplag,contest_submission_pair
pair_000827,35eb27da_8559d49e,p12,problem-12,35eb27da.java,8559d49e.java,0,none,conplag,contest_submission_pair
pair_001147,2a655afe_692a4496,p05,problem-5,2a655afe.java,692a4496.java,1,contest_level,conplag,contest_submission_pair
pair_000313,c05_orig_L5v03,c05,case-05,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000642,ad4c7a20_f8e7b886,p21,problem-21,ad4c7a20.java,f8e7b886.java,0,none,conplag,contest_submission_pair
pair_001098,5d175166_d1391025,p03,problem-3,5d175166.java,d1391025.java,0,none,conplag,contest_submission_pair
pair_001172,018c15bd_378bb1ca,p18,problem-18,018c15bd.java,378bb1ca.java,0,none,conplag,contest_submission_pair
pair_001254,8d9871a9_e431de28,p18,problem-18,8d9871a9.java,e431de28.java,1,contest_level,conplag,contest_submission_pair
pair_000123,c02_orig_L6v08,c02,case-02,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000192,c04_orig_np01,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000896,169e34bf_69b8ffb2,p20,problem-20,169e34bf.java,69b8ffb2.java,0,none,conplag,contest_submission_pair
pair_001007,6e207cbf_76ad805a,p04,problem-4,6e207cbf.java,76ad805a.java,0,none,conplag,contest_submission_pair
pair_001327,9291ca83_b185d034,p15,problem-15,9291ca83.java,b185d034.java,1,contest_level,conplag,contest_submission_pair
pair_000698,692a4496_f7006f16,p05,problem-5,692a4496.java,f7006f16.java,0,none,conplag,contest_submission_pair
pair_000594,856a8eda_c354b74f,p09,problem-9,856a8eda.java,c354b74f.java,0,none,conplag,contest_submission_pair
pair_000928,1dab88fb_9c55bc1b,p03,problem-3,1dab88fb.java,9c55bc1b.java,0,none,conplag,contest_submission_pair
pair_001361,bdf7bfb2_d92c5342,p15,problem-15,bdf7bfb2.java,d92c5342.java,0,none,conplag,contest_submission_pair
pair_000519,ac121776_eb6cfca7,p18,problem-18,ac121776.java,eb6cfca7.java,0,none,conplag,contest_submission_pair
pair_000321,c05_orig_L6v02,c05,case-05,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000905,3c667d4f_be3b1289,p08,problem-8,3c667d4f.java,be3b1289.java,1,contest_level,conplag,contest_submission_pair
pair_001151,11373c16_69b2fd22,p19,problem-19,11373c16.java,69b2fd22.java,0,none,conplag,contest_submission_pair
pair_001187,32ff22fe_f0d91796,p17,problem-17,32ff22fe.java,f0d91796.java,0,none,conplag,contest_submission_pair
pair_000832,94b3b86d_efe594c3,p02,problem-2,94b3b86d.java,efe594c3.java,0,none,conplag,contest_submission_pair
pair_000734,11373c16_7011024d,p19,problem-19,11373c16.java,7011024d.java,0,none,conplag,contest_submission_pair
pair_000270,c05_orig_np10,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000408,c07_orig_np14,c07,case-07,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000895,018c9543_d1dbc56a,p07,problem-7,018c9543.java,d1dbc56a.java,0,none,conplag,contest_submission_pair
pair_000228,c04_orig_L3v04,c04,case-04,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000077,c02_orig_L1v07,c02,case-02,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000137,c03_orig_np13,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001206,2c7a0000_bd50e3fe,p19,problem-19,2c7a0000.java,bd50e3fe.java,1,contest_level,conplag,contest_submission_pair
pair_000098,c02_orig_L4v01,c02,case-02,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001119,343cc8e7_7f69a9e8,p06,problem-6,343cc8e7.java,7f69a9e8.java,0,none,conplag,contest_submission_pair
pair_000574,1984bef1_2063ba3e,p16,problem-16,1984bef1.java,2063ba3e.java,0,none,conplag,contest_submission_pair
pair_000779,a8e2cefc_ee270b2a,p08,problem-8,a8e2cefc.java,ee270b2a.java,0,none,conplag,contest_submission_pair
pair_000096,c02_orig_L3v08,c02,case-02,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001335,11d91f31_4323e2bd,p19,problem-19,11d91f31.java,4323e2bd.java,0,none,conplag,contest_submission_pair
pair_000885,402aff07_f229aa7f,p04,problem-4,402aff07.java,f229aa7f.java,0,none,conplag,contest_submission_pair
pair_000544,14b0fb8e_6490bbe8,p19,problem-19,14b0fb8e.java,6490bbe8.java,0,none,conplag,contest_submission_pair
pair_001243,81fb6415_b3d4c5ca,p13,problem-13,81fb6415.java,b3d4c5ca.java,0,none,conplag,contest_submission_pair
pair_001311,72d9eb5b_884f5678,p20,problem-20,72d9eb5b.java,884f5678.java,0,none,conplag,contest_submission_pair
pair_000115,c02_orig_L5v09,c02,case-02,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000268,c05_orig_np08,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000693,9756f13a_ea899386,p09,problem-9,9756f13a.java,ea899386.java,0,none,conplag,contest_submission_pair
pair_000893,1dab88fb_a6229ee9,p03,problem-3,1dab88fb.java,a6229ee9.java,0,none,conplag,contest_submission_pair
pair_000450,c07_orig_L5v08,c07,case-07,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000745,a7894e0b_fadc1365,p08,problem-8,a7894e0b.java,fadc1365.java,1,contest_level,conplag,contest_submission_pair
pair_000731,9028caf7_e6b7a899,p19,problem-19,9028caf7.java,e6b7a899.java,0,none,conplag,contest_submission_pair
pair_000396,c07_orig_np02,c07,case-07,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001308,63bfa731_9fc811f7,p02,problem-2,63bfa731.java,9fc811f7.java,1,contest_level,conplag,contest_submission_pair
pair_000331,c06_orig_np03,c06,case-06,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000160,c03_orig_L3v04,c03,case-03,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000130,c03_orig_np06,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000626,0588b869_9028caf7,p19,problem-19,0588b869.java,9028caf7.java,0,none,conplag,contest_submission_pair
pair_000707,2bbf754b_69b8ffb2,p20,problem-20,2bbf754b.java,69b8ffb2.java,0,none,conplag,contest_submission_pair
pair_000170,c03_orig_L4v06,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001069,5a81e159_866a2d52,p01,problem-1,5a81e159.java,866a2d52.java,0,none,conplag,contest_submission_pair
pair_000344,c06_orig_L1v01,c06,case-06,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000915,11c2ab99_28c2d81a,p08,problem-8,11c2ab99.java,28c2d81a.java,1,contest_level,conplag,contest_submission_pair
pair_000274,c05_orig_np14,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000523,27ec4acc_ddcadc64,p17,problem-17,27ec4acc.java,ddcadc64.java,0,none,conplag,contest_submission_pair
pair_001247,69b8ffb2_c9159d9c,p20,problem-20,69b8ffb2.java,c9159d9c.java,0,none,conplag,contest_submission_pair
pair_000602,4303de0d_c9a316ca,p01,problem-1,4303de0d.java,c9a316ca.java,0,none,conplag,contest_submission_pair
pair_001029,464a03b8_cf27732e,p20,problem-20,464a03b8.java,cf27732e.java,0,none,conplag,contest_submission_pair
pair_000051,c01_orig_L6v05,c01,case-01,original.java,compared.java,1,level_6,ir_plag,original_vs_l6
pair_000665,26e699de_fcc7e8fa,p04,problem-4,26e699de.java,fcc7e8fa.java,0,none,conplag,contest_submission_pair
pair_000158,c03_orig_L3v02,c03,case-03,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001042,7011024d_eea69e7f,p19,problem-19,7011024d.java,eea69e7f.java,0,none,conplag,contest_submission_pair
pair_000660,74f4382e_bd584714,p01,problem-1,74f4382e.java,bd584714.java,0,none,conplag,contest_submission_pair
pair_001292,1a6f8b20_77448a05,p15,problem-15,1a6f8b20.java,77448a05.java,0,none,conplag,contest_submission_pair
pair_000875,8b490132_db09b3f9,p11,problem-11,8b490132.java,db09b3f9.java,1,contest_level,conplag,contest_submission_pair
pair_001184,2bbc6c80_4e58558c,p01,problem-1,2bbc6c80.java,4e58558c.java,1,contest_level,conplag,contest_submission_pair
pair_000318,c05_orig_L5v08,c05,case-05,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000090,c02_orig_L3v02,c02,case-02,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_000154,c03_orig_L2v07,c03,case-03,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000550,b5da712b_dd994c01,p03,problem-3,b5da712b.java,dd994c01.java,0,none,conplag,contest_submission_pair
pair_001321,90f01508_e00b1794,p03,problem-3,90f01508.java,e00b1794.java,0,none,conplag,contest_submission_pair
pair_000917,354d060f_e1c4f3db,p16,problem-16,354d060f.java,e1c4f3db.java,0,none,conplag,contest_submission_pair
pair_000876,b08b1c3c_d92b4600,p11,problem-11,b08b1c3c.java,d92b4600.java,0,none,conplag,contest_submission_pair
pair_001145,07043d35_97a7fab5,p15,problem-15,07043d35.java,97a7fab5.java,0,none,conplag,contest_submission_pair
pair_000797,4e28b45e_d7a8434f,p04,problem-4,4e28b45e.java,d7a8434f.java,1,contest_level,conplag,contest_submission_pair
pair_001227,9d1bfd29_fe07e031,p13,problem-13,9d1bfd29.java,fe07e031.java,0,none,conplag,contest_submission_pair
pair_000448,c07_orig_L5v06,c07,case-07,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001073,b2590225_fdcbdf85,p09,problem-9,b2590225.java,fdcbdf85.java,0,none,conplag,contest_submission_pair
pair_000615,584b0e9e_722e318f,p20,problem-20,584b0e9e.java,722e318f.java,0,none,conplag,contest_submission_pair
pair_000266,c05_orig_np06,c05,case-05,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001065,21c9b214_d5a20936,p04,problem-4,21c9b214.java,d5a20936.java,1,contest_level,conplag,contest_submission_pair
pair_000621,11c2ab99_8f6421f3,p08,problem-8,11c2ab99.java,8f6421f3.java,1,contest_level,conplag,contest_submission_pair
pair_001137,3b498a39_69b2fd22,p19,problem-19,3b498a39.java,69b2fd22.java,0,none,conplag,contest_submission_pair
pair_000088,c02_orig_L2v09,c02,case-02,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000349,c06_orig_L1v06,c06,case-06,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000069,c02_orig_np14,c02,case-02,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_001001,cdb801a1_e14d1ba0,p18,problem-18,cdb801a1.java,e14d1ba0.java,0,none,conplag,contest_submission_pair
pair_000982,00f79486_fb312dc6,p20,problem-20,00f79486.java,fb312dc6.java,0,none,conplag,contest_submission_pair
pair_000508,ae6567fb_d22a53cd,p02,problem-2,ae6567fb.java,d22a53cd.java,0,none,conplag,contest_submission_pair
pair_000956,953ac418_ba9b94f7,p08,problem-8,953ac418.java,ba9b94f7.java,0,none,conplag,contest_submission_pair
pair_000553,2bbf754b_9862c742,p20,problem-20,2bbf754b.java,9862c742.java,0,none,conplag,contest_submission_pair
pair_000445,c07_orig_L5v03,c07,case-07,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000732,1be078c4_7ae0cb0d,p08,problem-8,1be078c4.java,7ae0cb0d.java,0,none,conplag,contest_submission_pair
pair_000480,3dd65549_f229aa7f,p04,problem-4,3dd65549.java,f229aa7f.java,0,none,conplag,contest_submission_pair
pair_001303,99bc7da3_ced4639e,p07,problem-7,99bc7da3.java,ced4639e.java,0,none,conplag,contest_submission_pair
pair_001104,3e1442a3_d0e27497,p03,problem-3,3e1442a3.java,d0e27497.java,0,none,conplag,contest_submission_pair
pair_000382,c06_orig_L5v06,c06,case-06,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000401,c07_orig_np07,c07,case-07,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000042,c01_orig_L5v01,c01,case-01,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001330,1dab88fb_4138b081,p03,problem-3,1dab88fb.java,4138b081.java,0,none,conplag,contest_submission_pair
pair_000952,c4ca2ff3_d6fb3b9e,p15,problem-15,c4ca2ff3.java,d6fb3b9e.java,0,none,conplag,contest_submission_pair
pair_000413,c07_orig_L1v04,c07,case-07,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000155,c03_orig_L2v08,c03,case-03,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_001235,0f6ca337_6843cc19,p11,problem-11,0f6ca337.java,6843cc19.java,1,contest_level,conplag,contest_submission_pair
pair_000672,2120328e_6de04ee2,p20,problem-20,2120328e.java,6de04ee2.java,1,contest_level,conplag,contest_submission_pair
pair_000967,6b83b22e_c59194c7,p17,problem-17,6b83b22e.java,c59194c7.java,0,none,conplag,contest_submission_pair
pair_000579,7c11511f_ca8f11a4,p04,problem-4,7c11511f.java,ca8f11a4.java,1,contest_level,conplag,contest_submission_pair
pair_000468,213340b3_870e16d9,p04,problem-4,213340b3.java,870e16d9.java,0,none,conplag,contest_submission_pair
pair_000930,5e8d1aaa_c4d04ce7,p08,problem-8,5e8d1aaa.java,c4d04ce7.java,1,contest_level,conplag,contest_submission_pair
pair_000785,680ba922_6e207cbf,p04,problem-4,680ba922.java,6e207cbf.java,0,none,conplag,contest_submission_pair
pair_000654,6825260d_c972dd00,p04,problem-4,6825260d.java,c972dd00.java,1,contest_level,conplag,contest_submission_pair
pair_000372,c06_orig_L4v05,c06,case-06,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000810,b2590225_f7fc2e94,p09,problem-9,b2590225.java,f7fc2e94.java,0,none,conplag,contest_submission_pair
pair_000647,42fe7dd0_c4ca2ff3,p15,problem-15,42fe7dd0.java,c4ca2ff3.java,1,contest_level,conplag,contest_submission_pair
pair_001195,ba468e1f_fb312dc6,p20,problem-20,ba468e1f.java,fb312dc6.java,0,none,conplag,contest_submission_pair
pair_000659,9f354c5c_cb032314,p03,problem-3,9f354c5c.java,cb032314.java,0,none,conplag,contest_submission_pair
pair_000178,c03_orig_L5v05,c03,case-03,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_001028,22b41936_9cea10af,p19,problem-19,22b41936.java,9cea10af.java,1,contest_level,conplag,contest_submission_pair
pair_000673,c1fef98f_f870e76b,p08,problem-8,c1fef98f.java,f870e76b.java,0,none,conplag,contest_submission_pair
pair_001002,4851a411_e201bc2e,p03,problem-3,4851a411.java,e201bc2e.java,0,none,conplag,contest_submission_pair
pair_001174,35857a5a_ab7507bf,p15,problem-15,35857a5a.java,ab7507bf.java,0,none,conplag,contest_submission_pair
pair_001168,5766f176_e7a997b5,p03,problem-3,5766f176.java,e7a997b5.java,0,none,conplag,contest_submission_pair
pair_000133,c03_orig_np09,c03,case-03,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000815,1410e423_e90a198b,p04,problem-4,1410e423.java,e90a198b.java,0,none,conplag,contest_submission_pair
pair_001188,1097b326_b45d28b2,p18,problem-18,1097b326.java,b45d28b2.java,0,none,conplag,contest_submission_pair
pair_001143,3088ca9c_7a9c69d8,p15,problem-15,3088ca9c.java,7a9c69d8.java,1,contest_level,conplag,contest_submission_pair
pair_000819,18d20d2e_d8a171a3,p04,problem-4,18d20d2e.java,d8a171a3.java,0,none,conplag,contest_submission_pair
pair_000240,c04_orig_L4v07,c04,case-04,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000202,c04_orig_np11,c04,case-04,original.java,compared.java,0,none,ir_plag,original_vs_nonplagiarized
pair_000282,c05_orig_L1v07,c05,case-05,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000931,46e9aed4_ee4f7b06,p19,problem-19,46e9aed4.java,ee4f7b06.java,0,none,conplag,contest_submission_pair
pair_000218,c04_orig_L2v03,c04,case-04,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000379,c06_orig_L5v03,c06,case-06,original.java,compared.java,1,level_5,ir_plag,original_vs_l5
pair_000366,c06_orig_L3v07,c06,case-06,original.java,compared.java,1,level_3,ir_plag,original_vs_l3
pair_001279,5b9a0551_9debf95c,p18,problem-18,5b9a0551.java,9debf95c.java,0,none,conplag,contest_submission_pair
pair_000758,63a24497_6e5ab1d2,p04,problem-4,63a24497.java,6e5ab1d2.java,1,contest_level,conplag,contest_submission_pair
pair_000946,69b2fd22_7bc92b7f,p19,problem-19,69b2fd22.java,7bc92b7f.java,0,none,conplag,contest_submission_pair
pair_000914,8c011cb9_e0f6aad6,p12,problem-12,8c011cb9.java,e0f6aad6.java,0,none,conplag,contest_submission_pair
pair_001209,0c00d532_521c5645,p18,problem-18,0c00d532.java,521c5645.java,0,none,conplag,contest_submission_pair
pair_001128,5e3089fa_aea245ba,p13,problem-13,5e3089fa.java,aea245ba.java,0,none,conplag,contest_submission_pair
pair_000280,c05_orig_L1v05,c05,case-05,original.java,compared.java,1,level_1,ir_plag,original_vs_l1
pair_000994,ca8f11a4_e185bce5,p04,problem-4,ca8f11a4.java,e185bce5.java,0,none,conplag,contest_submission_pair
pair_000287,c05_orig_L2v03,c05,case-05,original.java,compared.java,1,level_2,ir_plag,original_vs_l2
pair_000514,6be98ece_e1c4f3db,p16,problem-16,6be98ece.java,e1c4f3db.java,0,none,conplag,contest_submission_pair
pair_001334,3d245498_7838095f,p17,problem-17,3d245498.java,7838095f.java,1,contest_level,conplag,contest_submission_pair
pair_000369,c06_orig_L4v02,c06,case-06,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_001081,6a47e491_f2cf6a74,p15,problem-15,6a47e491.java,f2cf6a74.java,0,none,conplag,contest_submission_pair
pair_000165,c03_orig_L4v01,c03,case-03,original.java,compared.java,1,level_4,ir_plag,original_vs_l4
pair_000816,06b9cf99_fb69b3b4,p13,problem-13,06b9cf99.java,fb69b3b4.java,0,none,conplag,contest_submission_pair
pair_001193,808f7516_9ebe348d,p06,problem-6,808f7516.java,9ebe348d.java,0,none,conplag,contest_submission_pair
